Store,PRODUCT NAME,CLOTHING CATEGORY,PRICE,DESCRIPTION,Product Page URL,STATIC IMAGE URL
Anthropologie,MOTHER The Looker High-Rise Skinny Jeans,Jeans,$228.00,"With distressed details for a well-loved feel, this classic silhouette has an all-over, contour-hugging fit.",https://www.anthropologie.com/shop/mother-the-looker-high-rise-skinny-jeans11?category=shop-all-jeans&color=093&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Joe's The Niki Mid-Rise Boyfriend Jeans,Jeans,$188.00,"When it comes to laidback comfort, relaxed denim reigns supreme, offering a lived-in feel that only gets better with time.",https://www.anthropologie.com/shop/joes-the-niki-mid-rise-boyfriend-jeans?category=shop-all-jeans&color=047&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Pilcro Front Seam High-Rise Denim Leggings,Jeans,$130.00,Front seam detailing makes a trendy statement on these ever-classic denim leggings.,https://www.anthropologie.com/shop/pilcro-front-seam-high-rise-denim-leggings?category=shop-all-jeans&color=091&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,MOTHER The Smooth Hustler Ultra High-Rise Bootcut Jeans,Jeans,$218.00,"Featuring a rainbow of metallic stitching across the back yoke, this retro-inspired pair brings an unexpected twist to dark-wash denim.",https://www.anthropologie.com/shop/mother-the-smooth-hustler-ultra-high-rise-bootcut-jeans?category=shop-all-jeans&color=001&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,AG The Etta Ultra High-Rise Cropped Wide-Leg Velvet Jeans,Jeans,$205.00,"Fitted at the waist with a loosely tailored shape, these velvet wide-legs offer a trendy silhouette with all the versatility of your favorite skinnies.",https://www.anthropologie.com/shop/ag-the-etta-ultra-high-rise-cropped-wide-leg-velvet-jeans?category=shop-all-jeans&color=061&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,MOTHER The Runaway High-Rise Bootcut Jeans,Jeans,$248.00,"Roomy enough to style with your ankle boots, but not as dramatic as the flare, these bootcut jeans feel sensibly wearable - and eternally chic.",https://www.anthropologie.com/shop/mother-the-runaway-high-rise-bootcut-jeans2?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Citizens of Humanity Olivia Ultra High-Rise Slim Ankle Jeans,Jeans,$198.00,"Crafted from premium stretch denim, the high-waisted Olivia goes beyond your standard slim pair; it offers the all-day comfort you need with the vintage-inspired look you crave.",https://www.anthropologie.com/shop/citizens-of-humanity-olivia-ultra-high-rise-slim-ankle-jeans15?category=shop-all-jeans&color=093&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,AGOLDE Nico Ultra High-Rise Velvet Bootcut Jeans,Jeans,$198.00,"With a sumptuously soft velvet finish, this bootcut pair brings a luxe touch to casual and elevated looks alike.",https://www.anthropologie.com/shop/agolde-nico-ultra-high-rise-velvet-bootcut-jeans?category=shop-all-jeans&color=099&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,AG The Prima Mid-Rise Skinny Ankle Jeans,Jeans,$198.00,"Featuring a body-hugging fit that tapers through to the ankle, skinny jeans are a staple for the modern wardrobe. Whether tucked into boots or styled with sneakers, this silhouette is a classic, any day of the week.",https://www.anthropologie.com/shop/ag-the-prima-mid-rise-skinny-ankle-jeans?category=shop-all-jeans&color=091&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Paige Nellie High-Rise Culotte Jeans,Jeans,$229.00,"A wide-leg pair provides a refreshing, seasonal update to your wardrobe. With a relaxed fit and cropped hem, these high-rise jeans make the perfect weekend staple.",https://www.anthropologie.com/shop/paige-nellie-high-rise-culotte-jeans12?category=shop-all-jeans&color=093&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Paige Genevieve High-Rise Flare Jeans,Jeans,$229.00,"Characterized by a slim fit that gradually widens below the knee, flared jeans were first used in the 19th century by American sailors for pragmatic purposes - the larger hem made it easier to grab men overboard and undress when soaked. However, in the mid-60s Sonny and Cher inspired the everyday use among the public. Commonly referred to as ""bell-bottoms,"" flared jeans remain a sartorial symbol of the freedom and forward-thinking that revolutionized the ...",https://www.anthropologie.com/shop/paige-genevieve-high-rise-flare-jeans7?category=shop-all-jeans&color=091&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,AMO Loverboy Ultra High-Rise Cropped Straight Jeans,Jeans,$275.00,"In an eye-catching leopard print, this frayed pair features a relaxed fit cropped just above the ankle.",https://www.anthropologie.com/shop/amo-loverboy-ultra-high-rise-cropped-straight-jeans?category=shop-all-jeans&color=024&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,AGOLDE Riley High-Rise Straight Jeans,Jeans,$178.00,The frayed hem gives this classic straight pair a well-loved feel.,https://www.anthropologie.com/shop/agolde-riley-ultra-high-rise-cropped-straight-jeans?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Sanctuary High-Rise Bootcut Jeans,Jeans,$119.00,"Roomy enough to style with your ankle boots, but not as dramatic as the flare, these bootcut jeans feel sensibly wearable - and eternally chic.",https://www.anthropologie.com/shop/sanctuary-high-rise-bootcut-jeans?category=shop-all-jeans&color=093&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Sanctuary Demi High-Rise Bootcut Jeans,Jeans,$99.00,"Roomy enough to style with your ankle boots, but not as dramatic as the flare, these bootcut jeans feel sensibly wearable - and eternally chic.",https://www.anthropologie.com/shop/sanctuary-demi-high-rise-bootcut-jeans?category=shop-all-jeans&color=008&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Closed Baker Mid-Rise Skinny Corduroy Pants,Jeans,$255.00,"A popular look from the 1960s, skinny jeans reemerged in the mid-2000s as a universal trend - and it's no surprise why. At once form-flattering and understated, this tapered silhouette is crafted with stretch, ensuring each pair clings to your curves while promising all-day comfort.",https://www.anthropologie.com/shop/closed-baker-mid-rise-skinny-corduroy-pants?category=shop-all-jeans&color=065&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,DL1961 x Marianna Hewitt Hepburn High-Rise Cropped Wide-Leg Jeans,Jeans,$209.00,"
Please enter a location to check store availability.
",https://www.anthropologie.com/shop/dl1961-x-marianna-hewitt-hepburn-high-rise-cropped-wide-leg-jeans?category=shop-all-jeans&color=012&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Citizens of Humanity Olivia Ultra High-Rise Slim Corduroy Pants,Jeans,$208.00,"Rendered here in a corduroy finish, the high-waisted Olivia goes beyond your standard slim pair - it offers the all-day comfort you need with the vintage-inspired look you crave.",https://www.anthropologie.com/shop/citizens-of-humanity-olivia-ultra-high-rise-slim-corduroy-pants?category=shop-all-jeans&color=096&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Pilcro Mid-Rise Slim Boyfriend Jeans,Jeans,$130.00,"When it comes to laidback comfort, boyfriend jeans reign supreme. Beloved for their relaxed, slouchy fit, this borrowed-from-the-boys style has a lived-in feel that only gets better with time.",https://www.anthropologie.com/shop/pilcro-mid-rise-slim-boyfriend-jeans31?category=shop-all-jeans&color=093&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,7 For All Mankind Mid-Rise Boyfriend Jeans,Jeans,$245.00,Sequined cuffs lend a dash of glamour to this contemporary cropped pair.,https://www.anthropologie.com/shop/7-for-all-mankind-mid-rise-boyfriend-jeans2?category=shop-all-jeans&color=107&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,AG The Farrah High-Rise Skinny Jeans,Jeans,$198.00,"AG's original high-waisted skinny, The Farrah, is crafted from sateen and fine-stretch denims for a luxuriously soft wear. Available in a wide range of vintage-inspired washes and sleek finishes, this classic pair tapers from the knee to the ankle, elongating your legs for the most flattering of fits.",https://www.anthropologie.com/shop/ag-the-farrah-high-rise-skinny-jeans19?category=shop-all-jeans&color=004&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Jen7 by 7 For All Mankind Metallic Dot High-Rise Skinny Ankle Jeans,Jeans,$119.00,Metallic polka dots lend a festive finish to these forever-classic skinny jeans.,https://www.anthropologie.com/shop/jen7-by-7-for-all-mankind-metallic-dot-high-rise-skinny-ankle-jeans?category=shop-all-jeans&color=001&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Citizens of Humanity Olivia Ultra High-Rise Slim Ankle Jeans,Jeans,$228.00,"Crafted from premium stretch denim, the high-waisted Olivia goes beyond your standard slim pair; it offers the all-day comfort you need with the vintage-inspired look you crave.",https://www.anthropologie.com/shop/citizens-of-humanity-olivia-ultra-high-rise-slim-ankle-jeans17?category=shop-all-jeans&color=001&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,AG The Isabelle High-Rise Cropped Straight Jeans,Jeans,$225.00,This high-waisted pair fits slim through the leg and cuts just above the ankle.,https://www.anthropologie.com/shop/ag-the-isabelle-high-rise-cropped-straight-jeans4?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Closed Glow High-Rise Wide-Leg Jeans,Jeans,$315.00,"Fitted at the waist with a loosely tailored shape, wide-leg jeans offer a trendy silhouette with the versatility of straight-leg styles. The relaxed structure ensures a comfortable, easygoing fit that can be dressed up and down.",https://www.anthropologie.com/shop/closed-glow-high-rise-wide-leg-jeans?category=shop-all-jeans&color=047&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Pilcro Mid-Rise Striped Slim Boyfriend Jeans,Jeans,$148.00,Distressed details and a sporty side stripe give this classic silhouette a modern twist.,https://www.anthropologie.com/shop/pilcro-mid-rise-striped-slim-boyfriend-jeans?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Citizens of Humanity Chrissy Ultra High-Rise Skinny Jeans,Jeans,$218.00,"Featuring a body-hugging fit that tapers through to the ankle, skinny jeans are a staple for the modern wardrobe. Whether tucked into boots or styled with sandals, this flattering silhouette is a go-to, any day of the week.",https://www.anthropologie.com/shop/citizens-of-humanity-chrissy-ultra-high-rise-skinny-jeans16?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,AG The Mari High-Rise Slim Ankle Jeans,Jeans,$215.00,This must-have pair flatters with a high waist and a slim leg.,https://www.anthropologie.com/shop/ag-the-mari-high-rise-slim-ankle-jeans2?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,AG The Angel Mid-Rise Bootcut Jeans,Jeans,$215.00,"This pair fits slim through the hip and flares slightly at the hem for a classic, wear-anywhere silhouette.",https://www.anthropologie.com/shop/ag-the-angel-mid-rise-bootcut-jeans8?category=shop-all-jeans&color=093&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Pilcro High-Rise Bootcut Jeans,Jeans,$140.00,"Roomy enough to style with your ankle boots, but not as dramatic as the flare, these bootcut jeans feel sensibly wearable - and eternally chic.",https://www.anthropologie.com/shop/pilcro-high-rise-bootcut-jeans16?category=shop-all-jeans&color=093&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,EDWIN Pixie Mid-Rise Skinny Jeans,Jeans,$168.00,"This mid-rise, slim-fit pair features distressing at the knees for an effortlessly lived-in look.",https://www.anthropologie.com/shop/edwin-pixie-mid-rise-skinny-jeans3?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Citizens of Humanity Rocket High-Rise Skinny Jeans,Jeans,$198.00,"This classic high-waisted pair hugs the body from the hip to just above the ankle, creating a flattering, perfectly contoured silhouette.",https://www.anthropologie.com/shop/citizens-of-humanity-rocket-high-rise-skinny-jeans31?category=shop-all-jeans&color=093&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Joe's The Icon Mid-Rise Skinny Ankle Jeans,Jeans,$198.00,"Featuring a body-hugging fit that tapers through to the ankle, skinny jeans are a staple for the modern wardrobe. Whether tucked into boots or styled with sandals, this flattering silhouette is a classic go-to, any day of the week.",https://www.anthropologie.com/shop/joes-the-icon-mid-rise-skinny-ankle-jeans?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/4122040760045_092_b?$an-category$&qlt=80&fit=constrain
Anthropologie,Pilcro Mid-Rise Slim Boyfriend Jeans,Jeans,$130.00,"When it comes to laidback comfort, boyfriend jeans reign supreme. Beloved for their relaxed, slouchy fit, this borrowed-from-the-boys style has a lived-in feel that only gets better with time. Cuffing the hem to showcase a pair of heels instantly elevates this mid-rise pair.",https://www.anthropologie.com/shop/pilcro-mid-rise-slim-boyfriend-jeans33?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/4122289310024_092_b?$an-category$&qlt=80&fit=constrain
Anthropologie,AG The Stevie High-Rise Skinny Ankle Jeans,Jeans,$188.00,"Cropped at the ankle with a slim fit throughout, these jeans are an ultra-flattering essential for workdays and weekends alike.",https://www.anthropologie.com/shop/ag-the-stevie-high-rise-skinny-ankle-jeans5?category=shop-all-jeans&color=093&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/4122011330172_093_b?$an-category$&qlt=80&fit=constrain
Anthropologie,Citizens of Humanity Rocket Mid-Rise Skinny Jeans,Jeans,$188.00,"This classic mid-rise pair hugs the body from the hip to just above the ankle, promising to be your favorite everyday denim.",https://www.anthropologie.com/shop/citizens-of-humanity-rocket-mid-rise-skinny-jeans2?category=shop-all-jeans&color=091&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/4122225550196_091_b?$an-category$&qlt=80&fit=constrain
Anthropologie,Pilcro High-Rise Patchwork Slim Boyfriend Jeans,Jeans,$150.00,"Cool, casual, and easy as can be, these carpenter jeans are our favorite all-season pair.",https://www.anthropologie.com/shop/pilcro-high-rise-patchwork-slim-boyfriend-jeans?category=shop-all-jeans&color=093&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/4122382010119_093_b?$an-category$&qlt=80&fit=constrain
Anthropologie,Pilcro Corduroy Overalls,Jeans,$148.00,"A casual staple for every closet, these overalls are rendered in seasonal corduroy for the perfect textural touch.",https://www.anthropologie.com/shop/pilcro-corduroy-overalls2?category=shop-all-jeans&color=045&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/4122581480111_045_b?$an-category$&qlt=80&fit=constrain
Anthropologie,AGOLDE Pinch Waist Ultra High-Rise Kick Flare Jeans,Jeans,$178.00,"Featuring a cropped hem, this flared pair sits high on the waist to elongate your silhouette.",https://www.anthropologie.com/shop/agolde-pinch-waist-ultra-high-rise-kick-flare-jeans?category=shop-all-jeans&color=093&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/4122225550227_093_b?$an-category$&qlt=80&fit=constrain
Anthropologie,Sundry Stars Relaxed Straight Jeans,Jeans,$242.00,"Merchandise must not be worn, washed, or altered. All tags must be attached and items must be returned in original packaging. Most merchandise can be returned within 60 days of the purchase date. A refund will be issued to the original form of payment at the original selling price. If returned after 60 days, a merchandise credit will be issued for the the original selling price.",https://www.anthropologie.com/shop/sundry-stars-relaxed-straight-jeans?category=shop-all-jeans&color=093&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/52910734_093_b?$an-category$&qlt=80&fit=constrain
Anthropologie,Closed Glow Colorblocked High-Rise Straight Jeans,Jeans,$345.00,"Boldly colorblocked, these high-rise jeans bring a fashionable spin to your styling carousel.",https://www.anthropologie.com/shop/closed-glow-colorblocked-high-rise-straight-jeans?category=shop-all-jeans&color=093&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Pilcro Ultra High-Rise Wide-Leg Corduroy Pants,Jeans,$140.00,"With a wide-leg silhouette, this corduroy pair is a modern, versatile addition to your styling rotation.",https://www.anthropologie.com/shop/pilcro-ultra-high-rise-wide-leg-corduroy-pants?category=shop-all-jeans&color=099&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Pilcro High-Rise Relaxed Straight Jeans,Jeans,$140.00,"This relaxed, vintage-inspired pair offers versatility in its most comfortable form.",https://www.anthropologie.com/shop/pilcro-high-rise-relaxed-straight-jeans6?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Pilcro Ultra High-Rise Seamed Slim Jeans,Jeans,$140.00,"Just to note: shoes, bedding, curtains, and swimwear must be shipped back to our warehouse and cannot be returned to a store. Good news – online returns for these items are free!",https://www.anthropologie.com/shop/pilcro-ultra-high-rise-seamed-slim-jeans?category=shop-all-jeans&color=010&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,MOTHER The Drama Ultra High-Rise Flare Jeans,Jeans,$238.00,"Sitting high at the waist with a dramatically flared leg, this retro-inspired pair outfits perfectly with your favorite graphic tees and buttondowns.",https://www.anthropologie.com/shop/mother-the-drama-ultra-high-rise-flare-jeans?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,MOTHER The Looker High-Rise Ankle Fray Jeans,Jeans,$238.00,"With distressed details for a well-loved feel, this classic silhouette has an all-over, contour-hugging fit.",https://www.anthropologie.com/shop/mother-the-looker-high-rise-ankle-fray-jeans8?category=shop-all-jeans&color=108&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Pilcro Ultra High-Rise Seamed Wide-Leg Jeans,Jeans,$140.00,"Featuring a retro-inspired high-rise, this wide-leg pair completes any outfit with ease.",https://www.anthropologie.com/shop/pilcro-ultra-high-rise-seamed-wide-leg-jeans?category=shop-all-jeans&color=019&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Wrangler Ultra-High-Rise Wide-Leg Carpenter Jeans,Jeans,$118.00,"Form, meet function: This utility-inspired pair features a trendy wide-leg silhouette with pockets to spare.",https://www.anthropologie.com/shop/wrangler-ultra-high-rise-wide-leg-carpenter-jeans?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Joe's The Honey High-Rise Skinny Ankle Jeans,Jeans,$168.00,"Featuring a body-hugging fit that tapers through to the ankle, skinny jeans are a staple for the modern wardrobe. Whether tucked into boots or styled with sandals, this flattering silhouette is a classic go-to, any day of the week.",https://www.anthropologie.com/shop/joes-the-honey-high-rise-skinny-ankle-jeans2?category=shop-all-jeans&color=091&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Paige Genevieve High-Rise Flare Jeans,Jeans,$225.00,"Characterized by a slim fit that gradually widens below the knee, flared jeans were first used in the 19th century by American sailors for pragmatic purposes - the larger hem made it easier to grab men overboard and undress when soaked. However, in the mid-60s Sonny and Cher inspired the everyday use among the public. Commonly referred to as ""bell-bottoms,"" flared jeans remain a sartorial symbol of the freedom and forward-thinking that revolutionized the 1970s, and a favorite for its retro roots.",https://www.anthropologie.com/shop/paige-genevieve-high-rise-flare-jeans6?category=shop-all-jeans&color=001&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Paige Cindy High-Rise Slim Ankle Jeans,Jeans,$219.00,"Merchandise must not be worn, washed, or altered. All tags must be attached and items must be returned in original packaging. Most merchandise can be returned within 60 days of the purchase date. A refund will be issued to the original form of payment at the original selling price. If returned after 60 days, a merchandise credit will be issued for the the original selling price.",https://www.anthropologie.com/shop/paige-cindy-high-rise-slim-ankle-jeans?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Citizens of Humanity Chloe High-Rise Flare Corduroy Pants,Jeans,$218.00,"With a vintage-inspired flare at the ankle, these high-rise corduroys are a versatile essential for your styling rotation.",https://www.anthropologie.com/shop/citizens-of-humanity-chloe-high-rise-flare-corduroy-pants?category=shop-all-jeans&color=081&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Citizens of Humanity Rocket High-Rise Cropped Skinny Jeans,Jeans,$218.00,"This classic high-waisted pair hugs the body from the hip to just above the ankle, creating a flattering, perfectly contoured silhouette.",https://www.anthropologie.com/shop/citizens-of-humanity-rocket-high-rise-cropped-skinny-jeans5?category=shop-all-jeans&color=092&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,7 For All Mankind High-Rise Skinny Ankle Jeans,Jeans,$215.00,"This slim, leg-lengthening pair features distressed details for a well-loved feel.",https://www.anthropologie.com/shop/7-for-all-mankind-high-rise-skinny-ankle-jeans8?category=shop-all-jeans&color=091&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,AG The Quinne High-Rise Cropped Flare Jeans,Jeans,$215.00,"Featuring a cropped hem and front panel details, this flared pair sits high on the waist to elongate your silhouette.",https://www.anthropologie.com/shop/ag-the-quinne-high-rise-cropped-flare-jeans?category=shop-all-jeans&color=041&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Paige Claudine High-Rise Flare Jeans,Jeans,$215.00,"Merchandise must not be worn, washed, or altered. All tags must be attached and items must be returned in original packaging. Most merchandise can be returned within 60 days of the purchase date. A refund will be issued to the original form of payment at the original selling price. If returned after 60 days, a merchandise credit will be issued for the the original selling price.",https://www.anthropologie.com/shop/paige-claudine-high-rise-flare-jeans?category=shop-all-jeans&color=091&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,DL1961 Bridget High-Rise Bootcut Jeans,Jeans,$209.00,"Roomy enough to style with your ankle boots, but not as dramatic as the flare, these bootcut jeans feel sensibly wearable - and eternally chic.",https://www.anthropologie.com/shop/dl1961-bridget-high-rise-bootcut-jeans?category=shop-all-jeans&color=047&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,MOTHER The Weekender High-Rise Flare Jeans,Jeans,$208.00,"Characterized by a slim fit that gradually widens below the knee, flared jeans were first used in the 19th century by American sailors for pragmatic purposes - the larger hem made it easier to grab men overboard and undress when soaked. However, in the mid-60s Sonny and Cher inspired the everyday use among the public. Commonly referred to as ""bell-bottoms,"" flared jeans remain a sartorial symbol of the freedom and forward-thinking that revolutionized the ...",https://www.anthropologie.com/shop/mother-the-weekender-high-rise-flare-jeans?category=shop-all-jeans&color=001&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,AMO Tulip Ultra High-Rise Straight Jeans,Jeans,$285.00,Cropped at the ankle. this straight-leg pair features a flattering high-rise and seamed waist details for vintage flair.,https://www.anthropologie.com/shop/amo-tulip-ultra-high-rise-straight-jeans?category=shop-all-jeans&color=107&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,AMO Tulip Ultra High-Rise Straight Jeans,Jeans,$285.00,Cropped at the ankle. this straight-leg pair features a flattering high-rise and seamed waist details for vintage flair.,https://www.anthropologie.com/shop/amo-tulip-ultra-high-rise-straight-jeans2?category=shop-all-jeans&color=005&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,AG The Farrah High-Rise Skinny Jeans,Jeans,$198.00,"AG's original high-waisted skinny, The Farrah, is crafted from sateen and fine-stretch denims for a luxuriously soft wear. Available in a wide range of vintage-inspired washes and sleek finishes, this classic pair tapers from the knee to the ankle, elongating your legs for the most flattering of fits.",https://www.anthropologie.com/shop/ag-the-farrah-high-rise-skinny-jeans18?category=shop-all-jeans&color=001&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Citizens of Humanity Demy Cropped Flare Velvet Jeans,Jeans,$198.00,"Merchandise must not be worn, washed, or altered. All tags must be attached and items must be returned in original packaging. Most merchandise can be returned within 60 days of the purchase date. A refund will be issued to the original form of payment at the original selling price. If returned after 60 days, a merchandise credit will be issued for the the original selling price.",https://www.anthropologie.com/shop/citizens-of-humanity-demy-cropped-flare-velvet-jeans?category=shop-all-jeans&color=099&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
Anthropologie,Pilcro Stitched High-Rise Flare Jeans,Jeans,$140.00,"With contrast stitching and a trendy flare at the hem, this polished pair will take you through the season in style.",https://www.anthropologie.com/shop/pilcro-stitched-high-rise-flare-jeans?category=shop-all-jeans&color=094&type=STANDARD,https://s7d5.scene7.com/is/image/Anthropologie/loading-spacer?&fmt=png-alpha&wid=349&hei=523
